dataset,imageID,ROInum,minJ,maxSCDr,maxPCF,Density,ROI_areaInclude,ROI_areaExclude,ROI_tumourArea,ROI_stromaArea,ROI_areaNecrosis,ROI_propExclude,ROI_propNecrosis,ROI_propAnnotatedOut
RITA_PCA,56003,34,0.28810019,0.186843422,1.772017275,245.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,35,0.533503125,0.117808904,1.432254195,343.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,36,0.291130449,0.13881941,1.417906495,422.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,37,0.13619922,0.285142571,6.029368997,47.11111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,38,0.057694146,0.297898949,3.27145485,114.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,39,0.245598272,0.266383192,2.477792751,179.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,3,0.29518094,0.156828414,2.26565868,145.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,40,0.057804355,0.154577289,1.289091845,556.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,41,0.059821419,0.225112556,1.679467603,341.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,42,0.157660076,0.232616308,4.22087143,110.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,43,0.044004878,0.236368184,2.55210706,250.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,44,0.151131581,0.104302151,1.300414921,405.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,45,0.247768565,0.181590795,1.593305403,283.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,46,0.473309289,0.10130065,1.494388002,297.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,47,0.10672632,0.20110055,1.618053348,289.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,48,0.566594074,0.155327664,1.919758874,128,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,49,0.070999403,0.189844922,1.64872713,304.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,4,0.617429844,0.144072036,1.966812922,152,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,50,0.128165344,0.141070535,1.566344212,199.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,51,0.026414497,0.231115558,1.527948029,347.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,52,0.117501263,0.151575788,1.319226552,426.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,53,0.094288439,0.24162081,3.2820042,138.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,54,0.107674986,0.180090045,1.524856054,407.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,55,0.029816992,0.324162081,1.696019503,308.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,56,0.155566462,0.155327664,1.605034431,376.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,57,0.136572328,0.315157579,2.348502433,226.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,58,0.167756022,0.173336668,1.682170688,319.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,59,0.190310598,0.161330665,1.177174026,553.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,5,0.061354456,0.156078039,1.884581341,306.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,60,0.054056947,0.1995998,1.652735531,448,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,61,0.094884716,0.216108054,2.305270831,215.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,62,0.591379554,0.108054027,1.163143372,486.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,63,0.10221189,0.268634317,2.26346163,193.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,64,0.04222194,0.381190595,1.898888346,261.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,65,0.160331632,0.247623812,1.830894659,190.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,66,0.162073702,0.12156078,1.559988234,292.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,67,0.055645683,0.393196598,3.084821644,163.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,68,0.106931878,0.161330665,1.776466884,183.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,69,0.015505025,0.544022011,2.508722663,102.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,6,0.056769325,0.222111056,1.873506777,260,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,70,0.082873497,0.282141071,1.666154826,139.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,71,0.268834104,0.165832916,1.667831111,109.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,72,0.104671361,0.136568284,1.58867494,264,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,7,0.02151405,0.3991996,2.856116986,133.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,8,0.050911367,0.288144072,2.831673257,138.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56003,9,0.200790221,0.147073537,2.523369697,186.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,10,0.138690035,0.174087044,1.936761196,256.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,11,0.09825007,0.172586293,2.265678335,217.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,12,0.256710655,0.287393697,4.159311417,67.55555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,13,0.391561985,0.210105053,2.998888878,53.33333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,14,0.184420343,0.316658329,4.905141371,53.77777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,15,0.072665579,0.349674837,3.001101203,61.77777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,16,0.331867795,0.254377189,3.345562812,75.11111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,17,0.100562508,0.271635818,2.419944644,141.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,18,0.514344271,0.356428214,3.171263245,34.66666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,19,0.054688835,0.250625313,2.824515948,106.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,1,0.318294223,0.228864432,2.828417808,62.22222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,20,0.117961118,0.217608804,2.187573844,110.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,21,0.108070996,0.363181591,3.65701912,95.55555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,22,0.093872334,0.161330665,2.076118739,267.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,23,0.130813505,0.346673337,3.413691591,91.11111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,24,0.052250855,0.384192096,3.063879856,80.88888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,25,0.469312991,0.185342671,2.316713389,56.88888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,26,0.185800461,0.275387694,3.113600388,87.55555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,27,0.161292694,0.348174087,3.739752467,79.55555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,28,0.342449983,0.354177089,4.727174935,28.44444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,29,0.198961547,0.364682341,6.307105963,26.66666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,2,0.197459832,0.195097549,1.659284469,114.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,30,0.106987773,0.229614807,3.200256689,171.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,31,0.117241125,0.236368184,2.806734837,88,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,32,0.763164058,0.153826913,2.351663986,78.22222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,33,0.181310985,0.186843422,1.914343469,136.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,34,0.205180545,0.347423712,3.906958636,85.33333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,35,0.073599621,0.189844922,1.87175151,308.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,36,0.690597422,0.136568284,1.18043467,204.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,37,0.173824207,0.174087044,1.432787628,158.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,38,0.26744967,0.12006003,1.680548139,274.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,39,0.115597168,0.207853927,1.760874893,220.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,3,0.301649882,0.214607304,3.067529111,43.11111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,40,0.012312498,0.185342671,1.76761334,349.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,41,0.012920069,0.255127564,1.644891571,432,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,42,0.042860545,0.171835918,2.023187234,252.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,43,0.039116814,0.335417709,2.785076108,90.22222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,4,0.170575065,0.15907954,2.46728756,93.77777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,5,0.36417979,0.302401201,2.571661712,44.88888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,6,0.148116758,0.23861931,2.429810993,144.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,7,0.472505587,0.254377189,2.603110893,46.66666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,8,0.518672761,0.173336668,2.114359653,73.33333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56004,9,0.042801222,0.244622311,2.189041792,180.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,10,0.140227711,0.144072036,1.707313464,233.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,11,0.18051935,0.189844922,1.498438046,320,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,12,0.149897605,0.180090045,1.57953118,293.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,13,0.540312045,0.106553277,1.185607112,431.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,14,0.572945966,0.085542771,1.426178817,395.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,15,0.056953564,0.262631316,2.30296405,280,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,16,0.094362227,0.167333667,2.018870143,293.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,17,0.050381226,0.123061531,1.532840147,376,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,18,0.086067055,0.191345673,1.899709667,242.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,19,0.150110232,0.187593797,1.653018137,248.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,1,0.21342482,0.139569785,1.542310688,380.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,20,0.044288814,0.112556278,1.320336498,420.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,21,0.164905299,0.124562281,1.54251984,293.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,22,0.02426746,0.16058029,1.399108122,304.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,23,0.286546147,0.111055528,1.491952003,339.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,24,0.179567022,0.205602801,1.481970658,124.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,25,0.10245161,0.180090045,2.24929793,156.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,26,0.506543303,0.097548774,1.186523371,469.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,27,0.330699722,0.112556278,1.34704055,328,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,28,0.307590236,0.111805903,1.314656597,408.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,29,0.321480422,0.131315658,1.576402045,372.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,2,0.093636791,0.180090045,1.973137601,204.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,30,0.291662383,0.094547274,1.25839739,404.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,31,0.225602256,0.087043522,1.208239453,584.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,32,0.196612185,0.181590795,1.575761342,259.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,33,0.646566567,0.146323162,1.685515653,159.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,34,0.22694234,0.180090045,1.853727717,188.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,35,0.063381819,0.153826913,1.584570802,216.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,3,0.057281754,0.188344172,2.388461146,129.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,4,0.15540436,0.182341171,2.1073836,181.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,5,0.190823428,0.159829915,1.602059724,210.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,6,0.20160825,0.142571286,1.654940755,350.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,7,0.041838666,0.159829915,1.429257597,367.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,8,0.500860515,0.183091546,2.053279126,90.22222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56005,9,0.406909383,0.195847924,2.482787753,90.22222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,10,0.805459936,0.09829915,1.176574925,470.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,11,0.998820109,0.058529265,1.182818906,444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,12,0.126058519,0.20110055,1.38639742,237.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,13,0.250256771,0.114807404,1.161027256,551.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,14,0.28174189,0.112556278,1.187371036,567.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,15,0.204577512,0.091545773,1.199953752,500,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,16,0.035038897,0.141070535,1.496467082,343.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,17,0.017337188,0.454727364,2.396265943,180.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,18,0.469376457,0.097548774,1.117969498,632,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,19,0.015747494,0.159829915,1.530319103,392.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,1,1,0.073536768,1.213960759,520.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,20,0.13390887,0.122311156,1.198482323,604,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,21,0.035862665,0.257378689,1.646058689,343.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,22,1,0.063031516,1.231989958,416.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,23,1,0.078789395,1.265596652,448.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,24,0.541902029,0.09829915,1.212050168,522.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,25,0.023944532,0.186843422,1.622910329,391.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,26,0.342243371,0.102801401,1.286123114,401.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,27,0.112435327,0.174837419,2.1888877,207.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,28,0.044899095,0.288894447,1.371808759,469.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,29,0.009571402,0.151575788,1.34631886,432.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,2,0.251135167,0.08104052,1.14313439,556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,30,0.080490331,0.105802901,1.224562197,480.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,31,0.282920212,0.087793897,1.235553839,533.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,32,0.251306093,0.092296148,1.228827762,554.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,33,0.24430314,0.106553277,1.247231376,428.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,34,0.328766207,0.112556278,1.202787425,518.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,35,0.124796326,0.102801401,1.176462947,572.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,36,0.452919101,0.067533767,1.155577736,617.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,37,0.41883247,0.087043522,1.124553396,643.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,38,0.661247546,0.086293147,1.252819458,513.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,39,0.102115923,0.137318659,1.617124082,238.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,3,0.250730961,0.083291646,1.132748099,544.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,40,0.146908488,0.14182091,1.345573311,232.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,41,0.162099677,0.116308154,1.565447753,274.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,42,0.013442523,0.183841921,1.413023055,338.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,43,0.466434974,0.093796898,1.086675266,467.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,44,0.829960046,0.073536768,1.204480095,454.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,45,0.271631512,0.145572786,1.423555385,392.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,46,0.11738528,0.107303652,1.48303977,351.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,47,0.13400524,0.139569785,1.197258681,303.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,48,0.716408278,0.112556278,1.41308033,290.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,49,0.026874885,0.2993997,1.243690797,367.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,4,0.251591884,0.102051026,1.185960523,589.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,50,0.083414617,0.106553277,1.452948247,356.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,51,0.068944977,0.128314157,1.348612139,428.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,52,0.031099448,0.131315658,1.146218389,495.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,53,0.049208227,0.133566783,1.145555119,578.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,54,0.471385687,0.073536768,1.195083342,546.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,55,0.143590273,0.084042021,1.121604181,711.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,56,0.261504607,0.085542771,1.170466033,626.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,57,0.151062598,0.131315658,1.211810469,548.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,58,0.282650393,0.084792396,1.119678616,673.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,59,0.409351088,0.07803902,1.193921771,600.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,5,0.012962206,0.219109555,1.633155699,414.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,60,0.063293096,0.126813407,1.212502518,524.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,61,0.03297452,0.161330665,1.220822455,476,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,62,0.073460812,0.126063032,1.171211606,548.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,63,0.266221986,0.09829915,1.288375248,486.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,64,0.113836116,0.0997999,1.199364619,580.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,65,0.152631591,0.095297649,1.198264159,663.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,66,1,0.051025513,1.170989582,633.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,67,0.239054033,0.082541271,1.238991545,533.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,68,0.181394915,0.116308154,1.217962415,446.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,69,0.041463776,0.143321661,1.245697119,380.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,6,1,0.097548774,1.365716409,279.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,70,0.374040281,0.102801401,1.331269844,358.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,71,0.032297927,0.134317159,1.239752917,482.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,72,0.406917196,0.111805903,1.370551558,318.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,73,0.410338876,0.109554777,1.399450461,343.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,7,1,0.072036018,1.26590445,328,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,8,0.993226399,0.114057029,1.426946484,289.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56006,9,1,0.064532266,1.139672318,508.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,10,0.028488912,0.328664332,1.692033986,283.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,11,0.296858494,0.127563782,1.929372085,188.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,12,0.037598842,0.174087044,1.519503869,313.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,13,0.066958857,0.183841921,1.240816213,469.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,14,0.139339674,0.234117059,1.649477217,252.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,15,0.040721757,0.302401201,3.386134322,130.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,16,0.159561561,0.100550275,1.104952208,472.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,17,0.297994703,0.119309655,1.24445343,289.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,18,0.189758808,0.111055528,1.363466922,418.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,19,0.158095003,0.173336668,1.852504951,174.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,1,0.03512325,0.267883942,1.736393355,219.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,20,0.201019258,0.151575788,1.823444333,350.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,21,0.030802499,0.1995998,1.437381476,360.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,22,0.045412097,0.173336668,1.845415511,272,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,23,0.073624415,0.360930465,3.112703663,116.8888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,24,0.014570178,0.281390695,2.725357647,92.88888889,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,25,0.026019529,0.132066033,1.382290075,375.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,26,0.103782809,0.150825413,1.299927536,348.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,27,0.201755351,0.146323162,1.575117737,255.1111111,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,28,0.043911696,0.263381691,2.116235638,202.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,29,0.02122878,0.195097549,2.023337087,245.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,2,0.365201904,0.124562281,1.231014439,268.4444444,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,30,0.830877167,0.124562281,1.323055687,306.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,31,0.016149669,0.347423712,1.521776137,366.2222222,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,32,0.033916774,0.134317159,1.503636793,311.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,33,0.012128767,0.279889945,1.855084777,270.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,34,0.036149894,0.248374187,2.831010366,138.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,35,0.011017816,0.514007004,2.464859106,182.6666667,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,36,0.028602171,0.165832916,1.248840546,535.5555556,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,37,0.140392339,0.188344172,1.431180581,341.3333333,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,38,0.659493392,0.107303652,1.39407213,349.7777778,nan,nan,nan,nan,nan,nan,nan,nan
RITA_PCA,56007,39,0.157683334,0.147823912,1.40531256,384.8888889,nan,nan,nan,nan,nan,nan,nan,nan
